County,Precinct,G20PREDBID,G20PRERTRU,G20PRELJOR,G20USSDJAN,G20USSRSAS,G20USSLSIA
Adams,WestBlue/Highland,50,335,4,38,312,19
Adams,Verona,24,131,3,13,119,14
Adams,Kenesaw,86,556,6,56,507,43
Adams,Juniata,97,422,12,55,406,42
Adams,Denver,137,495,10,73,490,40
Adams,Blaine,11,101,1,9,90,7
Adams,Pauline,24,170,3,9,152,10
Adams,Ayr,77,325,9,55,305,23
Adams,Roseland,29,258,6,18,240,24
Adams,Holstein,18,160,1,9,158,13
Adams,1-A,252,570,20,193,552,46
Adams,1-B,187,401,15,131,395,35
Adams,1-C,222,297,12,144,340,18
Adams,2-A,77,258,9,48,260,14
Adams,2-B,176,458,18,98,473,44
Adams,2-C,170,388,12,109,381,42
Adams,2-D,306,658,14,156,670,53
Adams,2-E,182,459,17,129,455,43
Adams,3-A,248,392,12,162,380,52
Adams,3-B,250,310,15,124,326,35
Adams,3-C,254,441,23,165,449,45
Adams,3-D,57,76,0,21,90,9
Adams,3-E,361,848,18,201,877,60
Adams,4-A,193,276,13,112,283,39
Adams,4-B,213,339,15,128,359,32
Adams,4-C,156,169,7,84,167,21
Adams,4-D,283,626,25,196,603,60
Adams,4-E,68,164,4,47,156,14
Adams,New/Former Resident,5,2,0,,,
Adams,Countywide,0,0,0,0,0,0
Antelope,Tilden Precinct,25,140,1,17,133,6
Antelope,Tilden 1st Ward,32,114,1,22,117,6
Antelope,Oakdale Precinct,31,236,3,20,215,17
Antelope,Neligh Precinct,41,234,4,31,219,11
Antelope,Neligh 1st Ward,60,361,4,47,326,24
Antelope,Neligh 2nd Ward,69,285,7,54,266,21
Antelope,Brunswick Precinct,34,331,4,30,278,30
Antelope,Elgin 1st Ward,19,164,2,10,159,7
Antelope,Elgin 2nd Ward,21,190,4,18,181,7
Antelope,Elgin Precinct,22,216,0,13,199,12
Antelope,Royal Precinct,15,118,1,9,107,5
Antelope,Clearwater Precinct,39,434,2,46,376,22
Antelope,Orchard Precinct,44,270,5,37,252,16
Antelope,New/Former Resident,0,0,0,,,
Antelope,Countywide,0,0,0,0,0,0
Arthur,Arthur,0,0,0,0,0,0
Arthur,New/Former Resident,0,0,0,,,
Arthur,Countywide,21,260,3,21,228,21
Banner,Long Springs,43,362,5,39,335,21
Banner,New/Former Resident,0,0,0,,,
Banner,Countywide,0,0,0,0,0,0
Blaine,Blaine,35,280,2,35,222,34
Blaine,New/Former Resident,0,0,0,,,
Blaine,Countywide,0,0,0,0,0,0
Boone,Boone,14,131,2,11,120,10
Boone,Beaver,57,347,11,40,305,28
Boone,Cedar,81,262,5,65,232,22
Boone,Dublin-Bonanza,27,123,3,27,105,8
Boone,North Branch-Shell Creek,12,83,0,6,74,3
Boone,North Manchester,76,394,8,47,355,27
Boone,Oakland,60,371,8,49,319,26
Boone,Southeast Manchester,105,459,18,66,445,28
Boone,Southwest Manchester,67,483,10,40,447,26
Boone,New/Former Resident,0,0,0,0,0,0
Boone,Countywide,0,0,0,0,0,0
Box Butte,Precinct 1,149,378,19,122,382,27
Box Butte,Precinct 2,135,438,17,117,411,45
Box Butte,Precinct 3,120,338,18,85,328,50
Box Butte,Precinct 4,132,451,25,118,429,41
Box Butte,Precinct 5,155,627,14,118,600,39
Box Butte,Precinct 6,179,502,11,122,496,37
Box Butte,Precinct 11,41,313,9,35,301,15
Box Butte,Precinct 12,42,314,4,25,304,19
Box Butte,Precinct 15,98,641,11,80,589,53
Box Butte,New/Former Resident,0,0,0,,,
Box Butte,Countywide,0,0,0,0,0,0
Boyd,Butte Basin McCulley,45,404,6,42,339,25
Boyd,Lynch Bristow Mullen Bush,34,227,0,12,204,25
Boyd,Spencer Morton,56,378,2,35,340,25
Boyd,New/Former Resident,0,1,0,,,
Boyd,Countywide,0,0,0,0,0,0
Brown,Ainsworth Precinct,40,447,3,28,413,24
Brown,City of Ainsworth,101,707,14,68,675,47
Brown,The Pines,50,316,1,29,299,22
Brown,New/Former Resident,0,0,0,,,
Brown,Countywide,0,0,0,0,0,0
Buffalo,Precinct 1,294,704,14,160,750,48
Buffalo,Precinct 2,286,512,19,169,535,63
Buffalo,Precinct 3,375,757,26,196,805,78
Buffalo,Precinct 4,457,1171,21,229,1219,84
Buffalo,Precinct 5,215,518,27,132,526,49
Buffalo,Precinct 6,413,918,33,242,950,74
Buffalo,Precinct 7,387,590,35,233,614,66
Buffalo,Precinct 8,190,356,13,112,353,44
Buffalo,Precinct 9,294,538,34,197,537,71
Buffalo,Precinct 10,412,906,41,253,938,102
Buffalo,Precinct 11,260,358,25,183,368,61
Buffalo,Precinct 12,292,445,36,202,439,73
Buffalo,Precinct 13,487,1047,45,268,1077,114
Buffalo,Precinct 14,364,868,41,250,841,109
Buffalo,Precinct 15,32,282,4,19,258,21
Buffalo,Precinct 16,87,510,6,53,490,35
Buffalo,Precinct 17,40,235,2,30,223,19
Buffalo,Precinct 18,155,510,19,108,511,46
Buffalo,Precinct 19,64,514,13,47,485,29
Buffalo,Precinct 20,200,914,23,110,900,75
Buffalo,Precinct 21,87,418,15,60,404,30
Buffalo,Precinct 22,63,259,10,40,259,21
Buffalo,Precinct 23,101,286,8,72,283,30
Buffalo,Precinct 24,174,547,20,111,553,47
Buffalo,Precinct 25,105,571,13,81,526,53
Buffalo,Precinct 26,181,583,12,102,571,60
Buffalo,Precinct 27,101,238,16,52,245,25
Buffalo,Precinct 28,115,550,12,66,548,37
Buffalo,Precinct 29,119,533,16,74,521,41
Buffalo,New/Former Resident,0,2,0,,,
Buffalo,Countywide,0,0,0,0,0,0
Burt,ARIZONA-RIVERSIDE,64,168,2,48,167,10
Burt,BELL-OAK-PERSH,50,245,5,36,233,12
Burt,CRAIG,58,174,7,34,181,10
Burt,DECATUR-QUINN,128,207,7,93,208,17
Burt,EVERETT-LOGAN,41,161,0,18,166,5
Burt,LYONS CITY,134,292,7,95,291,22
Burt,OAKLAND I,94,255,11,46,258,26
Burt,OAKLAND II,81,239,10,38,248,26
Burt,SILVERCREEK-SUMMIT,87,240,9,61,242,11
Burt,TEKAMAH I,172,300,11,118,321,17
Burt,TEKAMAH II,154,299,19,91,324,31
Burt,New/Former Resident,0,0,0,,,
Burt,Countywide,0,0,0,0,0,0
Butler,Linwood-Skull Creek-Platte,70,296,4,48,303,13
Butler,Savannah-Alexis,123,542,14,103,531,28
Butler,Summit-Reading,78,313,4,54,298,26
Butler,Franklin-Bone Creek,40,282,3,26,268,16
Butler,Oak Creek-Center,96,321,8,66,317,18
Butler,Union-Olive,38,238,8,27,234,13
Butler,Read-Ulysses,46,227,5,38,218,17
Butler,Plum Creek-Richardson,77,288,7,57,287,14
Butler,First Ward,80,293,12,53,300,20
Butler,Second Ward,95,353,9,56,364,13
Butler,Third Ward,130,387,9,85,392,20
Butler,New/Former Resident,0,2,0,,,
Butler,Countywide,0,0,0,0,0,0
Cass,Tipton,401,848,31,267,846,76
Cass,McKelverly,65,202,6,40,194,18
Cass,Salt Creek,153,352,23,112,346,42
Cass,Stove Creek,188,409,19,113,416,35
Cass,Murdock,148,263,12,69,299,24
Cass,South Bend,203,437,9,89,473,35
Cass,Buccaneer Bay,369,532,32,193,603,51
Cass,Center,104,236,10,58,244,26
Cass,East Louisville,184,349,16,101,364,36
Cass,West Louisville,192,454,16,106,483,26
Cass,Avoca,71,209,13,45,208,15
Cass,Mount Pleasant,35,111,2,19,122,6
Cass,Eight Mile Grove,194,504,11,105,512,47
Cass,Nehawka,51,148,4,41,137,15
Cass,Liberty,118,241,10,74,243,27
Cass,North Rock Bluff,216,445,12,114,486,34
Cass,South Rock Bluff,333,794,17,193,846,45
Cass,West Rock Bluff,113,278,10,82,278,18
Cass,North Plattsmouth,141,420,17,91,445,23
Cass,South Plattsmouth,234,608,16,125,642,43
Cass,Weeping Water 1st Ward,105,197,12,63,211,21
Cass,Weeping Water 2nd Ward,107,193,16,76,197,25
Cass,1st Ward - 1st Precinct,142,236,15,97,241,29
Cass,1st Ward - 2nd Precinct,124,234,10,74,245,23
Cass,2nd Ward - 1st Precinct,128,254,22,98,259,27
Cass,2nd Ward - 2nd Precinct,130,228,16,90,229,33
Cass,3rd Ward - 1st Precinct,121,263,16,85,273,20
Cass,3rd Ward - 2nd Precinct,122,217,10,95,208,27
Cass,4th Ward - 1st Precinct,102,182,8,76,186,18
Cass,4th Ward - 2nd Precinct,134,239,12,83,257,21
Cass,New/Former Resident,9,38,3,,,
Cass,Countywide,0,0,0,0,0,0
Cedar,Precinct 1 (1),33,157,4,29,151,11
Cedar,Precinct 2 (2-3),67,360,9,50,326,27
Cedar,Precicnt 3 (4),25,179,5,21,172,7
Cedar,Precicnt 4 (5-6-7),50,386,1,49,338,21
Cedar,Precinct 5 (13-14),34,136,0,27,126,6
Cedar,Precinct 6 (8-9),175,985,19,121,942,47
Cedar,Precicnt 7 (9A),15,86,2,15,79,6
Cedar,Precinct 8 (10-11-12),28,248,5,17,230,7
Cedar,Precinct 9 (15-16),71,396,10,51,364,35
Cedar,Precicnt 10 (17-18),12,142,1,12,115,14
Cedar,Precinct 11 (19),85,473,10,62,440,38
Cedar,Precinct 12 (20),29,97,4,23,99,8
Cedar,Precicnt 13 (21),101,529,27,68,520,45
Cedar,New/Former Resident,0,0,0,,,
Cedar,Countywide,0,0,0,0,0,0
Chase,Champion/Lamar,25,264,2,19,258,8
Chase,Imperial East,58,284,3,38,278,9
Chase,Imperial West,83,518,11,65,512,23
Chase,Imperial Rural,29,324,3,20,309,17
Chase,Wauneta,31,349,8,31,309,22
Chase,New/Former Resident,0,1,0,,,
Chase,Countywide,0,0,0,0,0,0
Cherry,Barley,1,44,0,0,30,2
Cherry,Cleveland,5,73,1,8,53,6
Cherry,Cody,20,195,0,11,162,23
Cherry,Crookston,7,125,0,11,92,19
Cherry,Gillaspie,0,25,0,0,13,7
Cherry,Goose Creek,1,79,1,2,63,3
Cherry,Kennedy,0,30,0,0,20,4
Cherry,Kilgore,5,75,3,6,52,13
Cherry,King,1,19,0,0,17,2
Cherry,Lackey,3,57,0,1,52,3
Cherry,Loup,10,131,4,12,96,10
Cherry,Merriman,8,138,2,8,98,18
Cherry,Mother Lake,2,44,0,3,27,7
Cherry,Nenzel,4,30,1,6,22,1
Cherry,Russell,0,24,0,1,16,5
Cherry,Valentine East,97,562,13,76,491,47
Cherry,Valentine North,135,631,11,81,582,57
Cherry,Valentine South,59,385,9,46,341,33
Cherry,Wells,7,82,2,3,60,8
Cherry,Wood Lake,7,95,1,8,78,6
Cherry,New/Former Resident,1,0,0,,,
Cherry,Countywide,0,0,0,0,0,0
Cheyenne,Sidney 1,127,399,14,98,379,43
Cheyenne,Sidney 2,115,577,21,102,527,44
Cheyenne,Sidney 3,127,428,14,115,392,43
Cheyenne,Sidney 4,121,462,10,102,422,40
Cheyenne,Sidney 5,195,790,19,154,746,60
Cheyenne,Gurley,31,265,7,25,244,17
Cheyenne,Lodgepole,65,339,3,56,315,16
Cheyenne,Potter,27,312,5,36,264,34
Cheyenne,Union Valley,47,239,4,30,216,26
Cheyenne,New/Former Resident,0,2,0,,,
Cheyenne,Countywide,0,0,0,0,0,0
Clay,Harvard Cons.,112,362,17,85,344,40
Clay,Inland Leicester,47,185,3,27,172,14
Clay,Sutton 1st,77,362,4,64,323,31
Clay,Sutton 2nd,65,329,9,38,318,19
Clay,Sutton Twps,36,256,3,20,234,13
Clay,Glenvil,33,188,0,25,164,19
Clay,Spring Ranch FF 2nd,21,193,4,22,165,16
Clay,Fairfield 1st,38,156,9,32,142,18
Clay,Edgar Cons.,80,288,7,51,275,30
Clay,Clay Center City,80,319,18,47,309,34
Clay,LLLM Cons.,43,210,4,21,214,9
Clay,New/Former Resident,0,0,0,,,
Clay,Countywide,0,0,0,0,0,0
Colfax,Schuyler 1,243,382,8,189,375,32
Colfax,Schuyler 2,308,595,20,243,601,41
Colfax,Schuyler 3,271,516,14,198,520,44
Colfax,Clarkson 4,126,701,10,75,698,27
Colfax,Howells 5,77,442,4,42,458,12
Colfax,New/Former Resident,0,0,0,,,
Colfax,Countywide,0,0,0,0,0,0
Cuming,BCN,87,396,5,61,388,11
Cuming,BL,92,374,9,57,386,21
Cuming,SSGC,106,527,11,57,539,24
Cuming,SW4,73,417,12,40,416,34
Cuming,WP2,117,504,14,58,527,23
Cuming,BGW,164,632,11,102,626,46
Cuming,WP1&3,231,657,12,134,684,39
Cuming,New/Former Resident,0,0,0,,,
Cuming,Countywide,0,0,0,0,0,0
Custer,MASON CITY,23,220,4,16,199,20
Custer,ARNOLD,44,420,4,40,379,24
Custer,ANSLEY/M/W,51,395,10,34,374,29
Custer,BROKEN BOW NORTH,48,130,7,27,142,12
Custer,BROKEN BOW NORTH RURAL,34,211,6,18,201,13
Custer,BROKEN BOW SOUTH,135,517,18,88,512,45
Custer,BROKEN BOW SOUTHWEST,53,229,9,34,225,19
Custer,BERWYN,13,127,6,11,118,11
Custer,CUSTER,5,50,2,4,47,3
Custer,EAST CUSTER,2,24,1,3,22,1
Custer,MERNA COMMUNITY BLDG,41,374,7,26,344,21
Custer,COMSTOCK/DG/SC,25,124,2,21,121,8
Custer,DELIGHT,53,366,7,31,341,31
Custer,ELIM,2,73,0,1,70,2
Custer,TRIUMPH,5,75,0,3,69,4
Custer,GAR/LIL/MIL,9,166,0,5,158,4
Custer,GRANT,3,23,0,3,18,4
Custer,LOUP,6,82,0,1,83,2
Custer,SARGENT RUR/C/WU,23,126,3,16,123,7
Custer,SARGENT VILLAGE,40,226,5,34,198,26
Custer,SARGENT VILLAGE,40,226,5,0,0,0
Custer,RYNO,5,56,2,5,47,9
Custer,RYNO,5,56,2,0,0,0
Custer,ANSELMO,26,219,2,12,207,16
Custer,ANSELMO,26,219,2,0,0,0
Custer,WOODRIVER,23,146,4,21,135,9
Custer,WOODRIVER,23,146,4,0,0,0
Custer,WAYNE,2,78,1,3,71,2
Custer,WAYNE,2,78,1,0,0,0
Custer,BROKEN BOW NORTHWEST,94,430,15,59,420,30
Custer,BROKEN BOW SOUTH RURAL,20,203,2,15,200,9
Custer,SARGENT VILLAGE,0,0,0,34,198,26
Custer,SARGENT VILLAGE,0,0,0,0,0,0
Custer,RYNO,0,0,0,5,47,9
Custer,RYNO,0,0,0,0,0,0
Custer,ANSELMO,0,0,0,12,207,16
Custer,ANSELMO,0,0,0,0,0,0
Custer,WOODRIVER,0,0,0,21,135,9
Custer,WOODRIVER,0,0,0,0,0,0
Custer,WAYNE,0,0,0,3,71,2
Custer,WAYNE,0,0,0,0,0,0
Custer,BB NORTHWEST,0,0,0,0,0,0
Custer,BB SOUTH RURAL,0,0,0,0,0,0
Custer,New/Former Resident,1,0,0,,,
Custer,Countywide,0,0,0,0,0,0
Dakota,01 - SSC Ward 1,235,215,10,217,206,20
Dakota,02 - SSC Ward 2,475,350,14,378,374,30
Dakota,03 - SSC Ward 3,418,317,11,335,328,39
Dakota,04 - SSC Ward 4A,252,237,8,188,269,9
Dakota,05 - SSC Ward 4AA,147,202,13,111,218,12
Dakota,06 - SSC Ward 4B,318,381,8,284,382,18
Dakota,07 - Covington Island,243,559,11,210,557,20
Dakota,08 - Dakota City,254,399,10,210,399,22
Dakota,09 - Dakota Rural,62,183,7,52,182,9
Dakota,10 - Emerson,46,166,3,32,154,11
Dakota,11 - Hubbard,80,172,5,68,161,9
Dakota,12 - Omadi,97,421,9,67,408,19
Dakota,13 - St. Johns,110,319,13,83,313,22
Dakota,New/Former Resident,7,5,2,,,
Dakota,Countywide,0,0,0,0,0,0
Dawes,Precinct 1,77,139,7,62,140,10
Dawes,Precinct 2,199,424,19,156,416,38
Dawes,Precinct 3,183,315,13,128,333,23
Dawes,Precinct 4,149,255,15,103,267,28
Dawes,Precinct 5,145,194,17,98,211,22
Dawes,Precinct 6,71,357,9,55,332,30
Dawes,Precinct 7,38,200,9,39,178,14
Dawes,Precinct 8,84,311,5,44,304,27
Dawes,Precinct 9,28,120,2,14,118,12
Dawes,Precinct 10,68,378,8,49,361,27
Dawes,Precinct 11,40,238,4,37,223,19
Dawes,New/Former Resident,0,0,0,,,
Dawes,Countywide,0,0,0,0,0,0
Dawson,Coyote,44,183,7,27,190,10
Dawson,Cozad East,168,673,13,126,636,49
Dawson,Cozad West,172,650,9,117,637,41
Dawson,Fairview,27,114,2,17,117,6
Dawson,Farnam,11,126,2,15,103,7
Dawson,German,12,147,2,10,144,4
Dawson,Gillan,39,220,8,24,208,20
Dawson,Gothenburg East,192,727,19,125,741,34
Dawson,Gothenburg West,202,688,21,131,681,63
Dawson,Grant,52,214,3,35,208,19
Dawson,Kennebec,15,78,1,12,75,3
Dawson,Lexington 1st,234,220,9,168,229,25
Dawson,Lexington 2nd,304,425,12,233,455,27
Dawson,Lexington 3rd,357,511,11,260,537,38
Dawson,Lexington 4th,141,110,4,123,114,11
Dawson,Lexington 5th,310,259,13,264,260,26
Dawson,Overton,77,481,6,52,443,48
Dawson,Platte,78,295,2,51,292,20
Dawson,Ringgold,35,182,4,24,175,14
Dawson,Woodriver,27,219,9,16,215,14
Dawson,New/Former Resident,0,2,0,,,
Dawson,Countywide,0,0,0,0,0,0
Deuel,Chappell,56,292,5,40,278,17
Deuel,Swan,31,279,9,30,259,22
Deuel,Big Springs,54,300,6,34,300,23
Deuel,New/Former Resident,0,0,0,,,
Deuel,Countywide,0,0,0,0,0,0
Dixon,Logan-Wakefield 3,44,174,5,35,161,25
Dixon,Concord-Dixon-Clark,44,250,16,30,247,21
Dixon,Daily-Hooker-Newcastle,95,360,6,91,323,26
Dixon,Wakefield 1,81,133,5,49,153,14
Dixon,Wakefield 2,50,94,5,38,98,4
Dixon,Springbank,53,266,14,45,234,33
Dixon,Galena-Silvercreek,33,205,7,22,190,19
Dixon,Emerson,27,95,3,42,146,16
Dixon,Ottercreek,30,103,4,26,90,5
Dixon,Ponca Township,40,216,7,35,217,11
Dixon,Ponca 1,63,173,5,50,167,10
Dixon,Ponca 2,58,187,12,38,180,22
Dixon,New/Former Resident 1,0,0,0,,,
Dixon,New/Former Resident 2,0,0,0,,,
Dixon,Logan-Wakefield 3 (CG1),3,7,4,,,
Dixon,Emerson (CG1),30,72,4,,,
Dixon,Countywide,0,0,0,0,0,0
Dodge,Fremont 1A,296,451,28,183,505,53
Dodge,Fremont 1B,233,388,20,159,405,48
Dodge,Fremont 1C,280,582,10,124,654,30
Dodge,Fremont 1D,201,292,7,125,311,42
Dodge,Fremont 1E,300,452,11,152,514,37
Dodge,Fremont 2A,191,262,16,117,277,36
Dodge,Fremont 2B,177,277,8,92,305,30
Dodge,Fremont 2C,288,594,18,173,613,67
Dodge,Fremont 2D,112,220,9,72,228,23
Dodge,Fremont 2E,236,348,9,123,385,35
Dodge,Fremont 3A,136,199,7,77,206,24
Dodge,Fremont 3B,112,103,9,70,113,20
Dodge,Fremont 3C,152,209,11,124,211,23
Dodge,Fremont 3D,227,315,8,170,315,31
Dodge,Fremont 3E,213,287,13,154,298,34
Dodge,Fremont 4A,233,382,11,164,392,47
Dodge,Fremont 4B,172,271,13,118,281,38
Dodge,Fremont 4C,295,559,17,200,557,53
Dodge,Fremont 4D,313,614,16,173,694,30
Dodge,Fremont 4E,104,188,11,74,190,22
Dodge,City of North Bend,164,450,19,103,445,41
Dodge,City of Scribner,77,354,12,46,350,30
Dodge,Cuming/Everett Townships,53,198,5,27,192,20
Dodge,Webster Township,79,343,6,58,325,29
Dodge,Pebble Township,42,203,3,21,200,14
Dodge,Platte East,117,177,6,73,188,16
Dodge,Platte West,190,516,13,129,512,51
Dodge,Nickerson/Maple Townships,147,392,8,86,391,35
Dodge,City of Hooper,131,345,7,83,345,31
Dodge,Hooper/Logan Townships,100,366,5,55,360,32
Dodge,Elkhorn Township,43,169,1,21,155,18
Dodge,Union/Cott/Ridg/PV Townships,130,477,11,62,480,34
Dodge,(Countywide) Burt County PPD,0,0,0,0,0,0
Dodge,(Countywide) Cuming PPD,0,0,0,0,0,0
Dodge,New/Former Resident,0,1,0,,,
Dodge,Countywide,0,0,0,0,0,0
Douglas,2-Jan,603,640,22,346,679,100
Douglas,3-Jan,571,380,12,333,460,45
Douglas,4-Jan,783,306,26,552,351,58
Douglas,5-Jan,724,418,19,453,447,92
Douglas,7-Jan,1001,341,39,566,403,96
Douglas,8-Jan,938,373,26,483,447,91
Douglas,9-Jan,628,323,23,416,355,82
Douglas,10-Jan,316,265,17,189,291,52
Douglas,11-Jan,681,372,37,386,411,78
Douglas,12-Jan,57,60,6,36,67,11
Douglas,13-Jan,885,598,28,507,714,84
Douglas,14-Jan,1274,407,32,567,554,83
Douglas,15-Jan,1030,512,45,665,570,115
Douglas,16-Jan,566,362,17,345,401,74
Douglas,17-Jan,999,251,20,507,334,92
Douglas,18-Jan,1189,508,23,470,717,92
Douglas,19-Jan,821,471,25,347,590,85
Douglas,20-Jan,679,435,14,398,495,75
Douglas,21-Jan,820,461,27,487,568,77
Douglas,22-Jan,626,460,8,278,561,50
Douglas,23-Jan,647,398,19,415,448,68
Douglas,24-Jan,659,381,21,395,455,67
Douglas,25-Jan,602,284,34,379,357,72
Douglas,26-Jan,778,189,16,330,262,47
Douglas,27-Jan,571,504,19,283,602,60
Douglas,28-Jan,605,485,27,372,529,67
Douglas,29-Jan,576,441,35,378,483,69
Douglas,30-Jan,692,498,27,441,565,82
Douglas,31-Jan,834,538,18,467,642,67
Douglas,1-Feb,581,264,29,404,285,68
Douglas,2-Feb,689,221,30,504,247,70
Douglas,3-Feb,910,305,26,655,343,70
Douglas,4-Feb,629,119,12,482,134,41
Douglas,5-Feb,510,101,17,380,121,46
Douglas,6-Feb,587,134,18,411,149,55
Douglas,7-Feb,623,101,11,466,115,36
Douglas,8-Feb,638,93,11,499,100,50
Douglas,9-Feb,714,52,12,559,77,25
Douglas,10-Feb,633,86,10,488,104,38
Douglas,11-Feb,839,140,12,581,177,57
Douglas,12-Feb,851,224,28,630,282,48
Douglas,13-Feb,541,54,17,430,67,36
Douglas,14-Feb,835,237,28,533,287,81
Douglas,15-Feb,977,112,19,736,144,55
Douglas,16-Feb,698,110,14,501,152,44
Douglas,17-Feb,729,194,21,533,225,59
Douglas,18-Feb,285,138,7,145,180,18
Douglas,19-Feb,620,110,22,459,142,45
Douglas,20-Feb,608,89,8,491,95,43
Douglas,21-Feb,651,75,8,471,87,44
Douglas,22-Feb,590,58,8,446,83,24
Douglas,23-Feb,515,229,12,348,245,58
Douglas,24-Feb,582,339,26,420,358,71
Douglas,25-Feb,877,322,35,619,362,92
Douglas,2-Mar,957,261,18,560,345,75
Douglas,3-Mar,1022,292,22,595,357,85
Douglas,4-Mar,452,154,11,219,187,46
Douglas,5-Mar,803,301,27,458,343,89
Douglas,6-Mar,837,223,28,527,280,69
Douglas,7-Mar,1162,350,36,655,464,110
Douglas,8-Mar,819,347,27,399,430,81
Douglas,9-Mar,988,430,29,519,532,95
Douglas,10-Mar,496,215,14,254,272,53
Douglas,11-Mar,417,149,12,295,179,36
Douglas,12-Mar,645,361,17,332,427,57
Douglas,13-Mar,767,310,27,456,381,84
Douglas,14-Mar,843,445,32,427,531,93
Douglas,15-Mar,940,408,35,477,503,83
Douglas,16-Mar,770,304,19,386,403,72
Douglas,17-Mar,815,360,25,528,436,76
Douglas,18-Mar,873,236,17,520,275,76
Douglas,19-Mar,1005,291,35,627,350,96
Douglas,20-Mar,1053,413,23,433,556,77
Douglas,21-Mar,963,303,39,540,426,95
Douglas,22-Mar,492,185,14,366,209,56
Douglas,23-Mar,746,467,21,374,600,61
Douglas,24-Mar,679,354,19,357,457,50
Douglas,25-Mar,634,476,30,371,526,81
Douglas,26-Mar,733,468,22,480,509,80
Douglas,1-Apr,327,166,14,266,168,34
Douglas,2-Apr,546,366,18,389,374,70
Douglas,3-Apr,616,203,24,454,245,42
Douglas,4-Apr,689,374,40,481,428,81
Douglas,5-Apr,757,641,37,484,712,93
Douglas,6-Apr,714,351,26,568,374,72
Douglas,7-Apr,487,376,30,347,422,52
Douglas,8-Apr,613,507,25,420,551,79
Douglas,9-Apr,393,202,11,299,201,41
Douglas,10-Apr,658,238,12,529,263,45
Douglas,11-Apr,599,476,23,412,523,70
Douglas,12-Apr,550,542,32,406,573,69
Douglas,13-Apr,591,384,27,365,446,69
Douglas,14-Apr,368,163,17,280,157,58
Douglas,15-Apr,663,308,26,516,322,64
Douglas,16-Apr,667,397,24,402,427,96
Douglas,17-Apr,387,330,16,299,350,39
Douglas,18-Apr,540,181,11,426,182,38
Douglas,19-Apr,585,442,27,392,485,94
Douglas,20-Apr,433,496,23,244,550,50
Douglas,21-Apr,815,462,36,570,518,95
Douglas,1-May,751,570,23,401,649,99
Douglas,2-May,844,532,28,388,696,83
Douglas,3-May,774,679,27,423,792,84
Douglas,5-May,577,452,19,380,484,69
Douglas,6-May,526,432,17,346,470,54
Douglas,7-May,890,809,48,563,902,113
Douglas,9-May,600,703,27,285,815,61
Douglas,10-May,609,606,21,345,682,80
Douglas,11-May,721,703,37,432,792,104
Douglas,12-May,640,687,27,407,724,83
Douglas,13-May,690,1018,32,328,1135,93
Douglas,14-May,644,781,27,355,878,82
Douglas,15-May,623,703,30,332,836,68
Douglas,16-May,592,692,26,320,786,76
Douglas,17-May,625,832,24,313,957,64
Douglas,18-May,670,743,29,389,824,99
Douglas,19-May,481,603,19,264,664,67
Douglas,23-May,699,551,33,340,638,64
Douglas,24-May,648,604,37,400,655,104
Douglas,25-May,664,814,27,382,905,92
Douglas,26-May,441,424,13,244,494,46
Douglas,27-May,441,581,13,229,649,53
Douglas,28-May,532,572,27,299,653,86
Douglas,30-May,632,785,30,338,902,78
Douglas,31-May,622,744,40,286,898,68
Douglas,May-32,383,476,13,197,555,42
